Date,Open,High,Low,Close,Volume
2020-01-02 00:00:00+00:00,67.42050171,68.43399811,67.32450104,68.43399811,27278000
2020-01-03 00:00:00+00:00,67.40000153,68.6875,67.36599731,68.0759964,23408000
2020-01-06 00:00:00+00:00,67.58149719,69.91600037,67.55000305,69.89050293,46768000
2020-01-07 00:00:00+00:00,70.02300262,70.17500305,69.57800293,69.75550079,34330000
2020-01-08 00:00:00+00:00,69.74099731,70.59249878,69.63150024,70.2519989,35314000
2020-01-09 00:00:00+00:00,71.09649658,71.43399811,70.51049805,70.98950195,33200000
2020-01-10 00:00:00+00:00,71.47350311,71.74700165,70.98000336,71.44799805,26258000
2020-01-13 00:00:00+00:00,71.76249695,72.0739975,71.26850128,72.00150299,30730000
2020-01-14 00:00:00+00:00,72.0,72.13150024,71.3884964,71.52950287,26076000
2020-01-15 00:00:00+00:00,71.65100098,72.03900146,71.58300018,71.95999908,21550000
2020-01-16 00:00:00+00:00,72.27249908,72.53500366,72.0,72.50800323,26080000
2020-01-17 00:00:00+00:00,73.1269989,74.02749634,72.82749939,73.97599792,52424000
2020-01-21 00:00:00+00:00,73.94999695,74.4940033,73.51049805,74.11250305,48930000
2020-01-22 00:00:00+00:00,74.4865036,75.02899933,74.13300323,74.1934967,28458000
2020-01-23 00:00:00+00:00,74.37750244,74.67500305,74.01599884,74.23449707,26650000
2020-01-24 00:00:00+00:00,74.64099884,74.70999908,73.15899658,73.3085022,29786000
2020-01-27 00:00:00+00:00,71.57700348,71.82900238,70.97499847,71.58650208,34132000
2020-01-28 00:00:00+00:00,72.08699799,72.73999786,71.51799774,72.52500153,29724000
2020-01-29 00:00:00+00:00,72.92299652,73.20700073,72.26950073,72.83499908,21566000
2020-01-30 00:00:00+00:00,71.90499878,72.76249695,71.75,72.71250153,27110000
2020-01-31 00:00:00+00:00,73.39299774,73.48349762,71.35299683,71.63899994,43822000
2020-02-03 00:00:00+00:00,73.08249664,74.31500244,72.83049774,74.12999725,71636000
2020-02-04 00:00:00+00:00,72.72450256,73.36699677,71.10150146,72.27050018,95880000
2020-02-05 00:00:00+00:00,73.18049622,73.22899628,71.48400116,72.30249786,36376000
2020-02-06 00:00:00+00:00,72.59899902,74.07800293,72.52400208,73.79850006,37822000
2020-02-07 00:00:00+00:00,73.36949921,74.26249695,73.27050018,73.95549774,28360000
2020-02-10 00:00:00+00:00,73.8615036,75.44400024,73.76000214,75.43299866,38302000
2020-02-11 00:00:00+00:00,75.66349792,76.4940033,75.27249908,75.50299835,34852000
2020-02-12 00:00:00+00:00,75.79299927,76.01499939,75.4335022,75.9315033,31042000
2020-02-13 00:00:00+00:00,75.5,76.29750061,75.19999695,75.66950226,22914000
2020-02-14 00:00:00+00:00,75.72650146,76.00250244,75.27749634,75.93650055,23198000
2020-02-18 00:00:00+00:00,75.71700287,76.52799988,75.55049896,75.97200012,25642000
2020-02-19 00:00:00+00:00,76.36000061,76.53700256,76.0490036,76.24349976,22746000
2020-02-20 00:00:00+00:00,75.95050049,76.35350037,75.21299744,75.84950256,25962000
2020-02-21 00:00:00+00:00,75.22899628,75.54750061,73.92449951,74.17299652,42520000
2020-02-24 00:00:00+00:00,71.15249634,71.81900024,70.33950043,70.99299622,49560000
2020-02-25 00:00:00+00:00,71.55000305,71.84249878,69.02100372,69.31600189,51580000
2020-02-26 00:00:00+00:00,69.74900055,70.6835022,68.82749939,69.52349854,49776000
2020-02-27 00:00:00+00:00,67.95700073,68.47000122,65.71199799,65.74749756,62290000
2020-02-28 00:00:00+00:00,63.71549988,67.12249756,63.41049957,66.96250153,80198000
2020-03-02 00:00:00+00:00,67.56950378,69.37349701,66.26000214,69.31600189,55430000
2020-03-03 00:00:00+00:00,69.88400269,70.40950012,66.46199799,66.88600159,56602000
2020-03-04 00:00:00+00:00,67.94799805,69.13899994,66.84999847,69.08000183,47598000
2020-03-05 00:00:00+00:00,67.27749634,67.6815033,65.08200073,65.73799896,54380000
2020-03-06 00:00:00+00:00,63.49750137,65.13749695,62.86050034,64.78700256,64640000
2020-03-09 00:00:00+00:00,60.2480011,62.63650131,59.90200043,60.78950119,69252000
2020-03-10 00:00:00+00:00,62.7195015,63.79249954,60.7254982,63.75849915,54872000
2020-03-11 00:00:00+00:00,62.41350174,62.8465004,59.55699921,60.54499817,54732000
2020-03-12 00:00:00+00:00,56.13100052,59.4375,55.42350006,55.57749939,94326000
2020-03-13 00:00:00+00:00,58.74950027,60.72000122,55.61449814,60.71350098,79400000
2020-03-16 00:00:00+00:00,54.48049927,57.27349854,53.35400009,53.65000153,96520000
2020-03-17 00:00:00+00:00,54.5320015,56.29999924,52.45500183,55.90299988,83194000
2020-03-18 00:00:00+00:00,52.99700165,55.24950027,51.84999847,54.55950165,93044000
2020-03-19 00:00:00+00:00,54.4109993,57.63050079,52.77750015,55.58349991,74064000
2020-03-20 00:00:00+00:00,56.54499817,56.92399979,53.10499954,53.41049957,82878000
2020-03-23 00:00:00+00:00,52.81850052,53.34550095,50.44350052,52.70650101,83672000
2020-03-24 00:00:00+00:00,55.19900131,56.66650009,54.32149887,56.50049973,72468000
2020-03-25 00:00:00+00:00,56.22900009,57.30849838,54.15050125,55.08100128,90324000
2020-03-26 00:00:00+00:00,55.73600006,58.57400131,54.60150146,58.14599991,76562000
2020-03-27 00:00:00+00:00,56.37350082,57.55250168,55.20000076,55.51300049,62794000
2020-03-30 00:00:00+00:00,56.63199997,57.54999924,54.92449951,57.31549835,58736000
2020-03-31 00:00:00+00:00,57.43650055,58.66999817,56.83599854,58.09749985,65228000
2020-04-01 00:00:00+00:00,56.20000076,56.47100067,54.67449951,55.10499954,51970000
2020-04-02 00:00:00+00:00,55.0,56.13850021,54.65650177,55.85150146,56410000
2020-04-03 00:00:00+00:00,55.73550034,55.9394989,53.75400162,54.63499832,51374000
2020-04-06 00:00:00+00:00,56.65000153,59.53749847,56.25,59.15950012,63320000
2020-04-07 00:00:00+00:00,60.8504982,61.03900146,58.86249924,59.12799835,61620000
2020-04-08 00:00:00+00:00,60.15499878,60.74499893,59.19749832,60.34999847,40334000
2020-04-09 00:00:00+00:00,60.9090004,61.09949875,59.62099838,60.32849884,54028000
2020-04-13 00:00:00+00:00,60.07500076,60.72600174,59.11650085,60.52050018,38702000
2020-04-14 00:00:00+00:00,61.99850082,63.78749847,61.42699814,63.26150131,63358000
2020-04-15 00:00:00+00:00,62.32550049,63.75550079,61.70000076,62.86500168,42236000
2020-04-16 00:00:00+00:00,63.35699844,63.66799927,61.90999985,62.87149811,57896000
2020-04-17 00:00:00+00:00,64.08499908,64.5,63.29999924,63.95000076,51050000
2020-04-20 00:00:00+00:00,63.49449921,63.8409996,62.8219986,63.05749893,35292000
2020-04-21 00:00:00+00:00,62.13550186,62.5,60.25,60.60800171,49648000
2020-04-22 00:00:00+00:00,62.05550003,63.99399948,61.86000061,62.92050171,46296000
2020-04-23 00:00:00+00:00,63.28699875,64.40750122,63.0265007,63.55849838,34202000
2020-04-24 00:00:00+00:00,62.75,63.88550186,62.20000076,63.83000183,37402000
2020-04-27 00:00:00+00:00,64.59999847,64.70500183,63.25299835,63.54299927,44186000
2020-04-28 00:00:00+00:00,64.16000366,64.23799896,61.51900101,61.62950134,80700000
2020-04-29 00:00:00+00:00,67.25,68.00749969,66.33650208,67.10900116,108358000
2020-04-30 00:00:00+00:00,66.56800079,67.5,66.07499695,67.33499908,55842000
2020-05-01 00:00:00+00:00,66.20449829,67.57150269,65.48300171,65.86599731,48872000
2020-05-04 00:00:00+00:00,65.40650177,66.22350311,64.80049896,66.14499664,30806000
2020-05-05 00:00:00+00:00,66.875,68.55049896,66.75150299,67.4509964,39666000
2020-05-06 00:00:00+00:00,67.90000153,68.43450165,67.25650024,67.27149963,31732000
2020-05-07 00:00:00+00:00,68.06549835,68.80000305,67.6269989,68.46399689,30652000
2020-05-08 00:00:00+00:00,69.09100342,69.83200073,68.60050201,69.21700287,33326000
2020-05-11 00:00:00+00:00,68.83950043,70.77649689,68.77500153,70.17949677,32718000
2020-05-12 00:00:00+00:00,70.41100311,70.71649933,68.72550201,68.75900269,33918000
2020-05-13 00:00:00+00:00,68.80799866,69.26650238,66.40049744,67.41649628,40368000
2020-05-14 00:00:00+00:00,66.6760025,67.86849976,66.16500092,67.84300232,36660000
2020-05-15 00:00:00+00:00,67.41300201,68.72899628,66.94999695,68.65299988,41544000
2020-05-18 00:00:00+00:00,68.07900238,69.63800049,67.70999908,69.25900269,47094000
2020-05-19 00:00:00+00:00,69.27400208,69.62449646,68.68800354,68.72000122,31586000
2020-05-20 00:00:00+00:00,69.45800018,70.60150146,69.3710022,70.45800018,38262000
2020-05-21 00:00:00+00:00,70.54949951,70.82299805,69.71949768,70.33750153,30894000
2020-05-22 00:00:00+00:00,70.19499969,70.84999847,69.79750061,70.66200256,28544000
2020-05-26 00:00:00+00:00,72.09799957,72.25550079,70.97000122,71.0684967,44590000
2020-05-27 00:00:00+00:00,71.0,71.26750183,69.73000336,71.01399994,31684000
2020-05-28 00:00:00+00:00,70.0,72.22299957,69.95400238,70.91200256,35170000
2020-05-29 00:00:00+00:00,71.02149963,71.83650208,70.7990036,71.6760025,37044000
2020-06-01 00:00:00+00:00,71.28500366,72.07900238,71.11399841,71.74349976,25162000
2020-06-02 00:00:00+00:00,71.75,72.15000153,71.08049774,72.1155014,23442000
2020-06-03 00:00:00+00:00,72.13500214,72.45050049,71.58100128,71.96250153,27732000
2020-06-04 00:00:00+00:00,71.83899689,72.06600189,70.30049896,70.71499634,26982000
2020-06-05 00:00:00+00:00,70.78199768,72.31500244,70.3809967,72.00099945,42642000
2020-06-08 00:00:00+00:00,71.31400299,72.44999695,71.22399902,72.40200043,33878000
2020-06-09 00:00:00+00:00,72.26200104,73.38999939,72.11799622,72.60399628,33624000
2020-06-10 00:00:00+00:00,73.07550049,73.6384964,72.71800232,73.23500061,31762000
2020-06-11 00:00:00+00:00,72.05149841,72.58000183,69.92050171,70.09500122,47144000
2020-06-12 00:00:00+00:00,71.29299927,71.72550201,69.29000092,70.64600372,36676000
2020-06-15 00:00:00+00:00,69.47450256,71.25,69.36000061,71.03700256,30468000
2020-06-16 00:00:00+00:00,72.44999695,72.85849762,71.44950104,72.32350159,30648000
2020-06-17 00:00:00+00:00,72.64700317,73.11000061,71.75650024,72.6269989,30610000
2020-06-18 00:00:00+00:00,72.49250031,72.64849854,71.31199646,71.70600128,34862000
2020-06-19 00:00:00+00:00,72.0,72.22499847,70.94999695,71.23200226,52784000
2020-06-22 00:00:00+00:00,71.25050354,72.54750061,70.95950317,72.53299713,29442000
2020-06-23 00:00:00+00:00,72.59999847,73.76000214,72.25,73.1989975,37752000
2020-06-24 00:00:00+00:00,73.16400146,73.78949738,71.5,71.63500214,31592000
2020-06-25 00:00:00+00:00,71.56099701,72.11599731,70.97699738,72.05500031,23958000
2020-06-26 00:00:00+00:00,71.63150024,71.85099792,67.75,68.1269989,97640000
2020-06-29 00:00:00+00:00,68.01699829,69.90000153,67.58249664,69.85849762,45074000
2020-06-30 00:00:00+00:00,69.84400177,71.19999695,69.34649658,70.90249634,40286000
2020-07-01 00:00:00+00:00,70.95850372,72.4240036,70.70899963,72.09999847,42182000
2020-07-02 00:00:00+00:00,72.59200287,74.4260025,72.55349731,73.49649811,57218000
2020-07-06 00:00:00+00:00,74.40750122,75.5,73.84899902,74.98249817,44712000
2020-07-07 00:00:00+00:00,74.8065033,76.06600189,74.48500061,74.4960022,42364000
2020-07-08 00:00:00+00:00,75.04000092,75.5585022,74.61499786,75.18000031,31766000
2020-07-09 00:00:00+00:00,75.49649811,76.45700073,74.77950287,75.93299866,41836000
2020-07-10 00:00:00+00:00,75.66249847,77.06700134,75.03600311,76.95050049,35918000
2020-07-13 00:00:00+00:00,77.49700165,78.81800079,75.32800293,75.6115036,42954000
2020-07-14 00:00:00+00:00,74.63950348,76.13999939,74.29650116,76.04299927,38108000
2020-07-15 00:00:00+00:00,76.16149902,76.8164978,74.89150238,75.84400177,31026000
2020-07-16 00:00:00+00:00,75.07499695,75.79550171,74.41349792,75.7460022,26484000
2020-07-17 00:00:00+00:00,75.84549713,76.17150116,74.90499878,75.84249878,34264000
2020-07-20 00:00:00+00:00,75.75,78.45050049,75.13500214,78.19200134,30166000
2020-07-21 00:00:00+00:00,79.25150299,79.35250092,77.6309967,77.79599762,27486000
2020-07-22 00:00:00+00:00,77.78549957,78.34899902,77.16149902,78.24250031,24482000
2020-07-23 00:00:00+00:00,78.29650116,78.51750183,75.42949677,75.83750153,33910000
2020-07-24 00:00:00+00:00,74.95950317,75.77149963,74.37950134,75.41049957,29902000
2020-07-27 00:00:00+00:00,75.66300201,76.87799835,75.61650085,76.47149658,27124000
2020-07-28 00:00:00+00:00,76.25,76.30049896,75.02600098,75.18250275,30910000
2020-07-29 00:00:00+00:00,75.25,76.66649628,75.15049744,76.17549896,22676000
2020-07-30 00:00:00+00:00,74.89849854,77.04450226,74.75849915,76.91850281,36042000
2020-07-31 00:00:00+00:00,74.85250092,75.25099945,72.69999695,74.39749908,91468000
2020-08-03 00:00:00+00:00,74.55000305,74.8864975,73.58599854,74.13800049,45482000
2020-08-04 00:00:00+00:00,74.33550262,74.65550232,73.20149994,73.66500092,37212000
2020-08-05 00:00:00+00:00,73.84100342,74.5,73.56099701,73.95449829,29134000
2020-08-06 00:00:00+00:00,73.80750275,75.31349945,73.59500122,75.24749756,33306000
2020-08-07 00:00:00+00:00,75.45200348,76.00450134,74.31349945,74.91850281,27718000
2020-08-10 00:00:00+00:00,74.54000092,75.35749817,73.87449646,74.84100342,20546000
2020-08-11 00:00:00+00:00,74.69999695,75.52200317,73.90950012,74.02700043,31098000
2020-08-12 00:00:00+00:00,74.35600281,75.58350372,74.25,75.36199951,22512000
2020-08-13 00:00:00+00:00,75.41049957,76.84850311,75.41049957,75.83249664,22388000
2020-08-14 00:00:00+00:00,75.68049622,75.98950195,74.94999695,75.23149872,21942000
2020-08-17 00:00:00+00:00,75.79850006,76.18900299,75.25,75.81199646,19990000
2020-08-18 00:00:00+00:00,76.30599976,77.86849976,76.08350372,77.78900146,28378000
